,category,timestamp,value_date,logging_payment_timestamp,payment_timestamp,account_number,amount_payment,balance_account,entry_type,payment_type,BIC,reference_code_paymetn,IBAN,counterparty_account_id
2380,Ruoka_paivittaistavarakauppa,2020-07-13 22:27:35.614973232,2020-07-13,2020-07-13,2020-07-13,3.0,-23.57,21531.51,0.0,162.0,           ,1.0,1.0,161.0
2381,Matkailu,2020-07-14 22:12:11.550802104,2020-07-14,2020-07-14,2020-07-14,3.0,-330.38,21201.13,0.0,164.0,           ,1.0,1.0,178.0
2382,Tulot,2020-07-15 06:09:37.540106916,2020-07-15,2020-07-15,2020-07-15,3.0,720.82,21921.95,710.0,506.0,           ,1.0,1.0,228.0
2383,Liikkuminen,2020-07-15 21:56:47.486630976,2020-07-15,2020-07-15,2020-07-15,3.0,-17.72,21904.23,0.0,162.0,           ,1.0,1.0,103.0
2384,Hyvinvointi,2020-07-16 05:54:13.475935788,2020-07-16,2020-07-16,2020-07-16,3.0,-14.31,21889.92,0.0,162.0,           ,1.0,1.0,86.0
2385,Liikkuminen,2020-07-16 13:43:57.433155036,2020-07-16,2020-07-16,2020-07-16,3.0,-5.63,21884.29,0.0,162.0,           ,1.0,1.0,115.0
2386,Ruoka_paivittaistavarakauppa,2020-07-16 13:51:39.465240600,2020-07-16,2020-07-16,2020-07-16,3.0,-5.14,21879.15,0.0,162.0,           ,1.0,1.0,146.0
2387,Ruoka_paivittaistavarakauppa,2020-07-16 14:07:03.529411728,2020-07-16,2020-07-16,2020-07-16,3.0,-14.7,21864.45,0.0,162.0,           ,1.0,1.0,131.0
2388,Ruoka_paivittaistavarakauppa,2020-07-17 06:01:55.508021352,2020-07-17,2020-07-17,2020-07-17,3.0,-53.58,21810.87,0.0,162.0,           ,1.0,1.0,104.0
2389,Saastot_sijoitukset,2020-07-17 13:36:15.401069472,2020-07-17,2020-07-17,2020-07-17,3.0,-1277.47,20533.4,0.0,164.0,           ,1.0,1.0,179.0
2390,Asuminen,2020-07-17 13:59:21.497326164,2020-07-13,2020-07-17,2020-07-17,3.0,-35.93,20497.47,0.0,162.0,           ,1.0,1.0,142.0
2391,Muut,2020-07-17 21:41:23.422459848,2020-07-17,2020-07-17,2020-07-17,3.0,-100.68,20396.79,0.0,164.0,           ,1.0,1.0,177.0
2392,Matkailu,2020-07-17 21:49:05.454545412,2020-07-17,2020-07-17,2020-07-17,3.0,-219.67,20177.12,0.0,164.0,           ,1.0,1.0,178.0
2393,Matkailu,2020-07-20 05:31:07.379679096,2020-07-20,2020-07-20,2020-07-20,3.0,-101.94,20075.18,0.0,162.0,           ,1.0,1.0,139.0
2394,Ruoka_paivittaistavarakauppa,2020-07-20 05:38:49.411764660,2020-07-20,2020-07-20,2020-07-20,3.0,-21.52,20053.66,0.0,162.0,           ,1.0,1.0,102.0
2395,Liikkuminen,2020-07-20 05:46:31.443850224,2020-07-20,2020-07-20,2020-07-20,3.0,-21.87,20031.79,0.0,162.0,           ,1.0,1.0,129.0
2396,Ruoka_paivittaistavarakauppa,2020-07-20 13:20:51.336898344,2020-07-20,2020-07-20,2020-07-20,3.0,-22.74,20009.05,0.0,162.0,           ,1.0,1.0,60.0
2397,Liikkuminen,2020-07-20 13:28:33.368983908,2020-07-20,2020-07-20,2020-07-20,3.0,-27.34,19981.71,0.0,162.0,           ,1.0,1.0,135.0
2398,Ruoka_paivittaistavarakauppa,2020-07-20 21:18:17.326203156,2020-07-20,2020-07-20,2020-07-20,3.0,-3.1,19978.61,0.0,162.0,           ,1.0,1.0,103.0
2399,Kulttuuri_viihde,2020-07-20 21:25:59.358288720,2020-07-20,2020-07-20,2020-07-20,3.0,-22.34,19956.27,0.0,162.0,           ,1.0,1.0,86.0
2400,Ruoka_paivittaistavarakauppa,2020-07-20 21:33:41.390374284,2020-07-20,2020-07-20,2020-07-20,3.0,-9.68,19946.59,0.0,162.0,           ,1.0,1.0,105.0
2401,Liikkuminen,2020-07-22 05:15:43.315507968,2020-07-22,2020-07-22,2020-07-22,3.0,-32.41,19914.18,0.0,162.0,           ,1.0,1.0,134.0
2402,Liikkuminen,2020-07-22 05:23:25.347593532,2020-07-22,2020-07-22,2020-07-22,3.0,-11.93,19902.25,0.0,162.0,           ,1.0,1.0,73.0
2403,Lemmikit,2020-07-23 05:00:19.251336840,2020-07-23,2020-07-23,2020-07-23,3.0,-10.83,19891.42,0.0,162.0,           ,1.0,1.0,110.0
2404,Shoppailu,2020-07-23 05:08:01.283422404,2020-07-23,2020-07-23,2020-07-23,3.0,-30.1,19861.32,0.0,162.0,           ,1.0,1.0,166.0
2405,Shoppailu,2020-07-23 12:50:03.208556088,2020-07-23,2020-07-23,2020-07-23,3.0,-25.58,19835.74,0.0,162.0,           ,1.0,1.0,148.0
2406,Hyvinvointijakauneus,2020-07-23 13:05:27.272727216,2020-07-23,2020-07-23,2020-07-23,3.0,-38.91,19796.83,0.0,162.0,           ,1.0,1.0,68.0
2407,Ravintolat_kahvilat,2020-07-23 13:13:09.304812780,2020-07-23,2020-07-23,2020-07-23,3.0,-1.73,19795.1,0.0,162.0,           ,1.0,1.0,150.0
2408,Tulot,2020-07-23 21:10:35.294117592,2020-07-23,2020-07-23,2020-07-23,3.0,6132.25,25927.35,0.0,505.0,           ,1.0,1.0,187.0
2409,Ruoka_paivittaistavarakauppa,2020-07-24 04:52:37.219251276,2020-07-24,2020-07-24,2020-07-24,3.0,-12.97,25914.38,0.0,162.0,           ,1.0,1.0,108.0
2410,Ruoka_paivittaistavarakauppa,2020-07-24 12:57:45.240641652,2020-07-24,2020-07-24,2020-07-24,3.0,-35.98,25878.4,0.0,162.0,           ,1.0,1.0,106.0
2411,Ruoka_paivittaistavarakauppa,2020-07-24 20:47:29.197860900,2020-07-24,2020-07-24,2020-07-24,3.0,-19.03,25859.37,0.0,162.0,           ,1.0,1.0,103.0
2412,Ravintolat_kahvilat,2020-07-24 20:55:11.229946464,2020-07-24,2020-07-24,2020-07-24,3.0,-1.2,25858.17,0.0,162.0,           ,1.0,1.0,45.0
2413,Ruoka_paivittaistavarakauppa,2020-07-24 21:02:53.262032028,2020-07-24,2020-07-24,2020-07-24,3.0,-16.48,25841.69,0.0,162.0,           ,1.0,1.0,86.0
2414,Ruoka_paivittaistavarakauppa,2020-07-27 04:37:13.155080148,2020-07-27,2020-07-27,2020-07-27,3.0,-20.92,25820.77,0.0,162.0,           ,1.0,1.0,139.0
2415,Ravintolat_kahvilat,2020-07-27 12:34:39.144384960,2020-07-27,2020-07-27,2020-07-27,3.0,-1.48,25819.29,0.0,162.0,           ,1.0,1.0,154.0
2416,Lapset,2020-07-27 12:42:21.176470524,2020-07-27,2020-07-27,2020-07-27,3.0,-14.03,25805.26,0.0,162.0,           ,1.0,1.0,92.0
2417,Muut,2020-07-27 20:32:05.133689772,2020-07-27,2020-07-27,2020-07-27,3.0,-29.0,25776.26,0.0,164.0,           ,1.0,1.0,177.0
2418,Lapset,2020-07-27 20:39:47.165775336,2020-07-27,2020-07-27,2020-07-27,3.0,-4.26,25772.0,0.0,162.0,           ,1.0,1.0,119.0
2419,Ruoka_paivittaistavarakauppa,2020-07-28 04:44:55.187165712,2020-07-28,2020-07-28,2020-07-28,3.0,-26.14,25745.86,0.0,162.0,           ,1.0,1.0,121.0
2420,Muut,2020-07-28 12:26:57.112299396,2020-07-28,2020-07-28,2020-07-28,3.0,-304.6,25441.26,0.0,164.0,           ,1.0,1.0,177.0
2421,Luokittelemattomat,2020-07-28 20:24:23.101604208,2020-07-28,2020-07-28,2020-07-28,3.0,-196.26,25245.0,0.0,106.0,HELSFIHH   ,1.0,0.0,7.0
2422,Muut,2020-07-29 04:06:25.026737892,2020-07-29,2020-07-29,2020-07-29,3.0,-59.58,25185.42,0.0,164.0,           ,1.0,1.0,180.0
2423,Muut,2020-07-29 04:29:31.122994584,2020-07-29,2020-07-29,2020-07-29,3.0,-138.36,25047.06,0.0,164.0,           ,1.0,1.0,177.0
2424,Muut,2020-07-29 12:11:33.048128268,2020-07-29,2020-07-29,2020-07-29,3.0,-180.24,24866.82,0.0,163.0,           ,1.0,1.0,173.0
2425,Ruoka_paivittaistavarakauppa,2020-07-30 04:21:49.090909020,2020-07-30,2020-07-30,2020-07-30,3.0,-22.42,24844.4,0.0,162.0,           ,1.0,1.0,137.0
2426,Ruoka_paivittaistavarakauppa,2020-07-30 12:19:15.080213832,2020-07-30,2020-07-30,2020-07-30,3.0,-25.0,24819.4,0.0,162.0,           ,1.0,1.0,69.0
2427,Ruoka_paivittaistavarakauppa,2020-07-30 20:08:59.037433080,2020-07-30,2020-07-30,2020-07-30,3.0,-0.73,24818.67,0.0,162.0,           ,1.0,1.0,119.0
2428,Liikkuminen,2020-07-30 20:16:41.069518644,2020-07-30,2020-07-30,2020-07-30,3.0,-19.72,24798.95,0.0,162.0,           ,1.0,1.0,134.0
2429,Liikkuminen,2020-07-31 04:14:07.058823456,2020-07-31,2020-07-31,2020-07-31,3.0,-78.49,24720.46,0.0,162.0,           ,1.0,1.0,94.0
2430,Luottojen_maksut,2020-07-31 12:03:51.016042704,2020-07-31,2020-07-31,2020-07-31,3.0,-511.96,24208.5,0.0,172.0,           ,1.0,1.0,182.0
2431,Luottojen_maksut,2020-07-31 20:01:17.005347516,2020-07-31,2020-07-31,2020-07-31,3.0,-583.6,23624.9,0.0,172.0,           ,1.0,1.0,181.0
2432,Ravintolat_kahvilat,2020-08-03 09:40:27.906976740,2020-08-03,2020-08-03,2020-08-03,3.0,-25.91,23598.99,0.0,162.0,           ,1.0,1.0,94.0
2433,Lemmikit,2020-08-03 10:36:16.744186044,2020-08-03,2020-08-03,2020-08-03,3.0,-57.38,23541.61,0.0,162.0,           ,1.0,1.0,110.0
2434,Ruoka_paivittaistavarakauppa,2020-08-03 11:32:05.581395348,2020-08-03,2020-08-03,2020-08-03,3.0,-5.72,23535.89,0.0,162.0,           ,1.0,1.0,45.0
2435,Ruoka_paivittaistavarakauppa,2020-08-03 21:12:33.488372088,2020-08-03,2020-08-03,2020-08-03,3.0,-8.6,23527.29,0.0,162.0,           ,1.0,1.0,110.0
2436,Ravintolat_kahvilat,2020-08-03 22:08:22.325581392,2020-08-03,2020-08-03,2020-08-03,3.0,-11.01,23516.28,0.0,162.0,           ,1.0,1.0,62.0
2437,Shoppailu,2020-08-03 23:04:11.162790696,2020-08-03,2020-08-03,2020-08-03,3.0,-14.95,23501.33,0.0,162.0,           ,1.0,1.0,128.0
2438,Ruoka_paivittaistavarakauppa,2020-08-04 08:44:39.069767436,2020-08-04,2020-08-05,2020-08-04,3.0,-0.56,23500.77,0.0,162.0,           ,1.0,1.0,85.0
2439,Ruoka_paivittaistavarakauppa,2020-08-05 07:48:50.232558132,2020-08-05,2020-08-05,2020-08-05,3.0,-107.0,23393.77,0.0,162.0,           ,1.0,1.0,149.0
2440,Tulot,2020-08-05 20:16:44.651162784,2020-08-05,2020-08-05,2020-08-05,3.0,1384.19,24777.96,0.0,505.0,           ,1.0,1.0,187.0
2441,Ruoka_paivittaistavarakauppa,2020-08-06 18:25:06.976744176,2020-08-06,2020-08-06,2020-08-06,3.0,-1.23,24776.73,0.0,162.0,           ,1.0,1.0,113.0
2442,Ruoka_paivittaistavarakauppa,2020-08-06 19:20:55.813953480,2020-08-06,2020-08-06,2020-08-06,3.0,-4.69,24772.04,0.0,162.0,           ,1.0,1.0,100.0
2443,Muut,2020-08-07 05:57:12.558139524,2020-08-07,2020-08-07,2020-08-07,3.0,-10.12,24761.92,0.0,162.0,           ,1.0,1.0,85.0
2444,Ruoka_paivittaistavarakauppa,2020-08-07 06:53:01.395348828,2020-08-07,2020-08-07,2020-08-07,3.0,-12.05,24749.87,0.0,162.0,           ,1.0,1.0,113.0
2445,Ruoka_paivittaistavarakauppa,2020-08-07 16:33:29.302325568,2020-08-07,2020-08-07,2020-08-07,3.0,-1.62,24748.25,0.0,162.0,           ,1.0,1.0,111.0
2446,Muut,2020-08-07 17:29:18.139534872,2020-08-07,2020-08-07,2020-08-07,3.0,-153.83,24594.42,0.0,162.0,           ,1.0,1.0,86.0
2447,Saastot_sijoitukset,2020-08-10 03:09:46.046511612,2020-08-10,2020-08-10,2020-08-10,3.0,-26.22,24568.2,0.0,162.0,           ,1.0,1.0,53.0
2448,Ruoka_paivittaistavarakauppa,2020-08-10 04:05:34.883720916,2020-08-10,2020-08-10,2020-08-10,3.0,-33.98,24534.22,0.0,162.0,           ,1.0,1.0,64.0
2449,Ravintolat_kahvilat,2020-08-10 05:01:23.720930220,2020-08-10,2020-08-10,2020-08-10,3.0,-0.95,24533.27,0.0,162.0,           ,1.0,1.0,81.0
2450,Ruoka_paivittaistavarakauppa,2020-08-10 14:41:51.627906960,2020-08-10,2020-08-10,2020-08-10,3.0,-3.8,24529.47,0.0,162.0,           ,1.0,1.0,125.0
2451,Ruoka_paivittaistavarakauppa,2020-08-10 15:37:40.465116264,2020-08-10,2020-08-10,2020-08-10,3.0,-12.55,24516.92,0.0,162.0,           ,1.0,1.0,169.0
2452,Shoppailu,2020-08-11 01:18:08.372093004,2020-08-11,2020-08-11,2020-08-11,3.0,-9.19,24507.73,0.0,162.0,           ,1.0,1.0,145.0
2453,Liikkuminen,2020-08-12 12:50:13.953488352,2020-08-12,2020-08-12,2020-08-12,3.0,-22.63,24485.1,0.0,162.0,           ,1.0,1.0,143.0
2454,Harrastukset,2020-08-12 13:46:02.790697656,2020-08-12,2020-08-12,2020-08-12,3.0,-151.31,24333.79,0.0,106.0,OKOYFIHH   ,0.0,0.0,31.0
2455,Tulot,2020-08-13 02:13:57.209302308,2020-08-13,2020-08-14,2020-08-13,3.0,163.08,24496.87,0.0,505.0,           ,1.0,1.0,188.0
2456,Muut,2020-08-13 23:26:30.697674396,2020-08-13,2020-08-13,2020-08-13,3.0,-15.17,24481.7,0.0,103.0,           ,0.0,1.0,1.0
2457,Ruoka_paivittaistavarakauppa,2020-08-14 00:22:19.534883700,2020-08-14,2020-08-14,2020-08-14,3.0,-233.42,24248.28,0.0,162.0,           ,1.0,1.0,134.0
2458,Ravintolat_kahvilat,2020-08-14 10:58:36.279069744,2020-08-14,2020-08-14,2020-08-14,3.0,-4.66,24243.62,0.0,162.0,           ,1.0,1.0,90.0
2459,Ravintolat_kahvilat,2020-08-14 11:54:25.116279048,2020-08-14,2020-08-14,2020-08-14,3.0,-6.59,24237.03,0.0,162.0,           ,1.0,1.0,140.0
2460,Tulot,2020-08-14 22:30:41.860465092,2020-08-14,2020-08-14,2020-08-14,3.0,5601.95,29838.98,0.0,505.0,           ,1.0,1.0,186.0
2461,Muut,2020-08-15 10:02:47.441860440,2020-08-15,2020-08-15,2020-08-15,3.0,-69.87,29769.11,0.0,163.0,           ,1.0,1.0,174.0
2462,Matkailu,2020-08-17 08:11:09.767441832,2020-08-17,2020-08-17,2020-08-17,3.0,-486.38,29282.73,0.0,106.0,OKOYFIHH   ,1.0,0.0,16.0
2463,Luottojen_maksut,2020-08-17 09:06:58.604651136,2020-08-17,2020-08-17,2020-08-17,3.0,-70.93,29211.8,0.0,172.0,           ,1.0,1.0,181.0
2464,Terveys,2020-08-17 19:43:15.348837180,2020-08-17,2020-08-17,2020-08-17,3.0,3380.84,32592.64,0.0,583.0,OKOYFIHH   ,1.0,0.0,194.0
2465,Luottojen_maksut,2020-08-17 21:34:53.023255788,2020-08-17,2020-08-17,2020-08-17,3.0,-113.19,32479.45,0.0,172.0,           ,1.0,1.0,181.0
2466,Ruoka_paivittaistavarakauppa,2020-08-18 07:15:20.930232528,2020-08-18,2020-08-18,2020-08-18,3.0,-54.39,32425.06,0.0,162.0,           ,1.0,1.0,146.0
2467,Tulot,2020-08-18 18:47:26.511627876,2020-08-18,2020-08-18,2020-08-18,3.0,3995.67,36420.73,0.0,506.0,           ,1.0,1.0,192.0
2468,Ruoka_paivittaistavarakauppa,2020-08-18 20:39:04.186046484,2020-08-21,2020-08-18,2020-08-18,3.0,-13.69,36407.04,0.0,162.0,           ,1.0,1.0,71.0
2469,Ruoka_paivittaistavarakauppa,2020-08-20 04:27:54.418604616,2020-08-20,2020-08-20,2020-08-20,3.0,-73.46,36333.58,0.0,162.0,           ,1.0,1.0,46.0
2470,Muut,2020-08-20 05:23:43.255813920,2020-08-20,2020-08-20,2020-08-20,3.0,-323.07,36010.51,0.0,105.0,OKOYFIHH   ,1.0,0.0,3.0
2471,Muut,2020-08-20 06:19:32.093023224,2020-08-20,2020-08-20,2020-08-20,3.0,-650.09,35360.42,0.0,105.0,OKOYFIHH   ,1.0,0.0,2.0
2472,Luokittelemattomat,2020-08-20 16:55:48.837209268,2020-08-20,2020-08-20,2020-08-20,3.0,-35.89,35324.53,706.0,129.0,OKOYFIHH   ,0.0,0.0,218.0
2473,Tulot,2020-08-20 17:51:37.674418572,2020-08-20,2020-08-20,2020-08-20,3.0,721.77,36046.3,701.0,506.0,           ,1.0,1.0,195.0
2474,Luokittelemattomat,2020-08-22 14:08:22.325581356,2020-08-22,2020-08-22,2020-08-22,3.0,-109.66,35936.64,0.0,129.0,OKOYFIHH   ,0.0,0.0,42.0
2475,Shoppailu,2020-08-23 02:36:16.744186008,2020-08-23,2020-08-23,2020-08-23,3.0,-39.03,35897.61,0.0,129.0,DABAFIHH   ,0.0,0.0,40.0
2476,Asuminen,2020-08-23 15:04:11.162790660,2020-08-23,2020-08-23,2020-08-23,3.0,-63.11,35834.5,0.0,129.0,OKOYFIHH   ,0.0,0.0,40.0
2477,Matkailu,2020-08-23 15:59:59.999999964,2020-08-23,2020-08-23,2020-08-23,3.0,-116.27,35718.23,0.0,106.0,OKOYFIHH   ,0.0,0.0,36.0
2478,Tulot,2020-08-24 03:32:05.581395312,2020-08-24,2020-08-24,2020-08-24,3.0,332.19,36050.42,0.0,505.0,           ,1.0,1.0,188.0
2479,Tulot,2020-08-24 13:12:33.488372052,2020-08-24,2020-08-24,2020-08-24,3.0,-19.03,36031.39,0.0,162.0,           ,1.0,1.0,118.0
2480,Ruoka_paivittaistavarakauppa,2020-08-24 23:48:50.232558096,2020-08-24,2020-08-24,2020-08-24,3.0,-18.68,36012.71,0.0,162.0,           ,1.0,1.0,92.0
2481,Tulot,2020-08-25 00:44:39.069767400,2020-08-25,2020-08-25,2020-08-25,3.0,-11.97,36000.74,0.0,162.0,           ,1.0,1.0,161.0
2482,Hyvinvointijakauneus,2020-08-25 01:40:27.906976704,2020-08-25,2020-08-25,2020-08-25,3.0,-106.43,35894.31,0.0,129.0,HANDFIHH   ,0.0,0.0,41.0
2483,Luokittelemattomat,2020-08-25 12:16:44.651162748,2020-08-25,2020-08-25,2020-08-25,3.0,-41.76,35852.55,0.0,106.0,OKOYFIHH   ,1.0,0.0,32.0
2484,Tulot,2020-08-25 22:53:01.395348792,2020-08-25,2020-08-26,2020-08-25,3.0,4933.96,40786.51,0.0,505.0,           ,1.0,1.0,186.0
2485,Hyvinvointijakauneus,2020-08-26 11:20:55.813953444,2020-08-26,2020-08-26,2020-08-26,3.0,-9.29,40777.22,0.0,162.0,           ,1.0,1.0,44.0
2486,Matkailu,2020-08-27 09:29:18.139534836,2020-08-27,2020-08-27,2020-08-27,3.0,-13.21,40764.01,0.0,162.0,           ,1.0,1.0,59.0
2487,Ruoka_paivittaistavarakauppa,2020-08-27 10:25:06.976744140,2020-08-27,2020-08-27,2020-08-27,3.0,-4.0,40760.01,0.0,162.0,           ,1.0,1.0,92.0
2488,Ruoka_paivittaistavarakauppa,2020-08-27 21:01:23.720930184,2020-08-27,2020-08-27,2020-08-27,3.0,-89.91,40670.1,0.0,162.0,           ,1.0,1.0,107.0
2489,Ruoka_paivittaistavarakauppa,2020-08-27 21:57:12.558139488,2020-08-27,2020-08-27,2020-08-27,3.0,-59.95,40610.15,0.0,162.0,           ,1.0,1.0,82.0
2490,Ruoka_paivittaistavarakauppa,2020-08-28 08:33:29.302325532,2020-08-28,2020-08-28,2020-08-28,3.0,-8.61,40601.54,0.0,162.0,           ,1.0,1.0,100.0
2491,Tulot,2020-08-28 20:05:34.883720880,2020-08-28,2020-08-28,2020-08-28,3.0,1235.84,41837.38,0.0,505.0,           ,1.0,1.0,186.0
2492,Matkailu,2020-08-30 07:37:40.465116228,2020-08-30,2020-08-31,2020-08-30,3.0,-549.04,41288.34,0.0,106.0,OKOYFIHH   ,0.0,0.0,30.0
2493,Luokittelemattomat,2020-08-30 19:09:46.046511576,2020-08-30,2020-08-30,2020-08-30,3.0,-73.49,41214.85,0.0,106.0,OKOYFIHH   ,0.0,0.0,11.0
2494,Ruoka_paivittaistavarakauppa,2020-08-31 06:41:51.627906924,2020-08-27,2020-09-02,2020-08-31,3.0,-73.51,41141.34,0.0,162.0,           ,1.0,1.0,71.0
2495,Ruoka_paivittaistavarakauppa,2020-08-31 18:13:57.209302272,2020-08-31,2020-08-31,2020-08-31,3.0,-44.77,41096.57,0.0,162.0,           ,1.0,1.0,118.0
2496,Tulot,2020-09-01 10:30:39.416058394,2020-09-01,2020-09-01,2020-09-01,3.0,510.58,41607.15,701.0,520.0,           ,1.0,1.0,197.0
2497,Luottojen_maksut,2020-09-01 21:01:18.832116788,2020-09-01,2020-09-01,2020-09-01,3.0,-534.56,41072.59,0.0,172.0,           ,1.0,1.0,181.0
2498,Luottojen_maksut,2020-09-02 07:31:58.248175182,2020-09-02,2020-09-04,2020-09-02,3.0,-142.26,40930.33,0.0,172.0,           ,1.0,1.0,181.0
2499,Tulot,2020-09-02 18:02:37.664233576,2020-09-02,2020-09-02,2020-09-01,3.0,593.71,41524.04,710.0,506.0,           ,1.0,1.0,225.0
2500,Ruoka_paivittaistavarakauppa,2020-09-03 04:33:17.080291970,2020-09-03,2020-09-03,2020-09-03,3.0,-35.5,41488.54,0.0,162.0,           ,1.0,1.0,144.0
2501,Saastot_sijoitukset,2020-09-03 15:03:56.496350364,2020-09-03,2020-09-03,2020-09-03,3.0,-8.36,41480.18,0.0,162.0,           ,1.0,1.0,124.0
2502,Ruoka_paivittaistavarakauppa,2020-09-04 01:34:35.912408758,2020-09-04,2020-09-04,2020-09-04,3.0,-8.45,41471.73,0.0,162.0,           ,1.0,1.0,92.0
2503,Ruoka_paivittaistavarakauppa,2020-09-04 12:05:15.328467152,2020-09-04,2020-09-04,2020-09-04,3.0,-49.47,41422.26,0.0,162.0,           ,1.0,1.0,92.0
2504,Lemmikit,2020-09-04 22:35:54.744525546,2020-09-04,2020-09-04,2020-09-04,3.0,-33.29,41388.97,0.0,162.0,           ,1.0,1.0,71.0
2505,Kulttuuri_viihde,2020-09-05 09:06:34.160583940,2020-09-05,2020-09-05,2020-09-05,3.0,-42.99,41345.98,0.0,106.0,OKOYFIHH   ,0.0,0.0,13.0
2506,Matkailu,2020-09-06 06:07:52.992700728,2020-09-06,2020-09-08,2020-09-06,3.0,-225.53,41120.45,0.0,106.0,OKOYFIHH   ,0.0,0.0,8.0
2507,Muut,2020-09-06 16:38:32.408759122,2020-09-06,2020-09-06,2020-09-06,3.0,-11.69,41108.76,0.0,163.0,           ,1.0,1.0,173.0
2508,Tulot,2020-09-07 03:09:11.824817516,2020-09-07,2020-09-07,2020-09-07,3.0,3713.67,44822.43,0.0,505.0,           ,1.0,1.0,187.0
2509,Lapset,2020-09-07 13:39:51.240875910,2020-09-07,2020-09-07,2020-09-07,3.0,-303.57,44518.86,0.0,162.0,           ,1.0,1.0,92.0
2510,Shoppailu,2020-09-07 19:37:13.576642334,2020-09-07,2020-09-07,2020-09-07,3.0,270.53,44789.39,0.0,505.0,           ,1.0,1.0,186.0
2511,Ruoka_paivittaistavarakauppa,2020-09-08 00:10:30.656934304,2020-09-08,2020-09-08,2020-09-08,3.0,-8.45,44780.94,0.0,162.0,           ,1.0,1.0,136.0
2512,Matkailu,2020-09-08 10:41:10.072992698,2020-09-08,2020-09-08,2020-09-08,3.0,-49.45,44731.49,0.0,162.0,           ,1.0,1.0,117.0
2513,Asuminen,2020-09-08 18:13:08.321167880,2020-09-08,2020-09-08,2020-09-08,3.0,-240.58,44490.91,706.0,129.0,OKOYFIHH   ,0.0,0.0,216.0
2514,Ruoka_paivittaistavarakauppa,2020-09-08 21:11:49.489051092,2020-09-08,2020-09-08,2020-09-08,3.0,-42.16,44448.75,0.0,106.0,NDEAFIHH   ,0.0,0.0,36.0
2515,Tulot,2020-09-09 07:42:28.905109486,2020-09-09,2020-09-09,2020-09-09,3.0,1460.2,45908.95,0.0,505.0,           ,1.0,1.0,186.0
2516,Lemmikit,2020-09-09 15:14:27.153284668,2020-09-09,2020-09-09,2020-09-09,3.0,-60.38,45848.57,0.0,162.0,           ,1.0,1.0,98.0
2517,Asuminen,2020-09-10 22:46:25.401459850,2020-09-10,2020-09-10,2020-09-10,3.0,-19.61,45828.96,706.0,129.0,DABAFIHH   ,0.0,0.0,214.0
2518,Ruoka_paivittaistavarakauppa,2020-09-11 01:45:06.569343062,2020-09-11,2020-09-11,2020-09-11,3.0,-33.44,45795.52,0.0,162.0,           ,1.0,1.0,141.0
2519,Ravintolat_kahvilat,2020-09-11 04:43:47.737226274,2020-09-11,2020-09-11,2020-09-11,3.0,-4.44,45791.08,0.0,162.0,           ,1.0,1.0,99.0
2520,Ruoka_paivittaistavarakauppa,2020-09-11 12:15:45.985401456,2020-09-11,2020-09-11,2020-09-11,3.0,-11.76,45779.32,0.0,162.0,           ,1.0,1.0,44.0
2521,Matkailu,2020-09-11 19:47:44.233576638,2020-09-11,2020-09-11,2020-09-11,3.0,-34.87,45744.45,0.0,106.0,OKOYFIHH   ,0.0,0.0,11.0
2522,Matkailu,2020-09-12 09:17:04.817518244,2020-09-12,2020-09-12,2020-09-12,3.0,-528.63,45215.82,0.0,106.0,DABAFIHH   ,0.0,0.0,39.0
2523,Luokittelemattomat,2020-09-14 03:19:42.481751820,2020-09-14,2020-09-14,2020-09-14,3.0,-138.7,45077.12,0.0,162.0,           ,1.0,1.0,86.0
2524,Muut,2020-09-14 06:18:23.649635032,2020-09-14,2020-09-14,2020-09-14,3.0,-23.44,45053.68,0.0,162.0,           ,1.0,1.0,156.0
2525,Saastot_sijoitukset,2020-09-14 13:50:21.897810214,2020-09-14,2020-09-14,2020-09-14,3.0,-17.8,45035.88,0.0,162.0,           ,1.0,1.0,155.0
2526,Ruoka_paivittaistavarakauppa,2020-09-14 16:49:03.065693426,2020-09-14,2020-09-14,2020-09-14,3.0,-16.05,45019.83,0.0,162.0,           ,1.0,1.0,81.0
2527,Matkailu,2020-09-15 10:51:40.729927002,2020-09-15,2020-09-15,2020-09-15,3.0,-433.03,44586.8,0.0,105.0,OKOYFIHH   ,1.0,0.0,4.0
2528,Matkailu,2020-09-15 21:22:20.145985396,2020-09-15,2020-09-15,2020-09-15,3.0,-335.4,44251.4,0.0,105.0,OKOYFIHH   ,1.0,0.0,2.0
2529,Luokittelemattomat,2020-09-16 00:21:01.313868608,2020-09-16,2020-09-17,2020-09-16,3.0,-84.52,44166.88,0.0,162.0,           ,1.0,1.0,45.0
2530,Muut,2020-09-16 07:52:59.562043790,2020-09-16,2020-09-16,2020-09-16,3.0,-31.03,44135.85,0.0,105.0,OKOYFIHH   ,1.0,0.0,3.0
2531,Saastot_sijoitukset,2020-09-16 18:23:38.978102184,2020-09-16,2020-09-16,2020-09-16,3.0,-37.62,44098.23,0.0,162.0,           ,1.0,1.0,88.0
2532,Ruoka_paivittaistavarakauppa,2020-09-18 01:55:37.226277366,2020-09-18,2020-09-18,2020-09-18,3.0,-10.92,44087.31,0.0,162.0,           ,1.0,1.0,102.0
2533,Muut,2020-09-18 04:54:18.394160578,2020-09-18,2020-09-18,2020-09-18,3.0,-28.47,44058.84,0.0,162.0,           ,1.0,1.0,146.0
